index,date,close,diff,open,high,low,volume,updown,등락률,날짜,언론사,제목,긍부정,링크
15,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,테크M,[지스타 2022] 아레스부터 가디스 오더까지...지스타의 주인공은 '카카오게임즈' ,2,https://www.techm.kr/news/articleView.html?idxno=103926
16,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,게임메카,"[포토] 신작 4종 캐릭터 한 자리에, 카카오게임즈 코스프레",2,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1688841
17,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,게임뷰,"카카오게임즈 '아레스' 개발진, 지스타 무대서 게임 심층 소개 나서",2,http://www.gamevu.co.kr/news/articleView.html?idxno=25105
18,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,인벤,"[포토] ""두둥실 두둥실 두둥실"" 카카오게임즈 지스타 부스",2,https://www.inven.co.kr/webzine/news/?news=278908
19,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,테크M,[지스타 2022] 아레스부터 가디스 오더까지...지스타의 주인공은 '카카오게임즈' ,2,https://www.techm.kr/news/articleView.html?idxno=103926
20,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,톱데일리,"[지스타 2022 ] 카카오게임즈, 퍼블리싱 신작 3종 출격 초읽기",2,https://www.topdaily.kr/articles/92221
21,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,디스이즈게임,"[지스타 2022] ""생존 게임의 계보를 이어가고 싶다"", 카카오게임즈 '디스테라'",2,https://www.thisisgame.com/webzine/special/nboard/5/?n=162360
22,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,게임조선,"[지스타22] 카카오게임즈, 신작 3종 시연존 마련, '아키에이지2' 깜짝 발표로 눈길",2,https://www.gamechosun.co.kr/webzine/article/view.php?no=190609
23,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,테크M,"[지스타 2022] ""중세 북유럽 다음은 미래로"" 카카오 아레스가 주목받는 이유",2,https://www.techm.kr/news/articleView.html?idxno=103930
24,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,게임포커스,"[지스타22]얼리액세스 앞둔 카카오게임즈 ‘디스테라’, 생존 게임 특유의 진입장벽 낮췄다",2,http://gamefocus.co.kr/detail.php?number=135992
25,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,포모스,"[지스타]카카오게임즈 부스, 게임으로 가득 채웠다",2,https://www.fomos.kr/redirect/news_view?news_cate_id=7&entry_id=116197
26,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-19,게임뷰,"카카오게임즈 '아레스' 개발진, 지스타 무대서 게임 심층 소개 나서",2,http://www.gamevu.co.kr/news/articleView.html?idxno=25105
27,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아에이,"[A 현장] 카카오게임즈 '디스테라', 배그·로아 잇는 글로벌 성과 기대",2,http://www.asiaa.co.kr/news/articleView.html?idxno=105652
28,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,테크M,[지스타 2022] 카카오게임즈의 야심작 '가디스 오더'...짜릿한 '액션 손맛' 담았다,2,https://www.techm.kr/news/articleView.html?idxno=103891
29,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아투데이,"카카오게임즈 신작 '디스테라'...""기존 배틀로얄과 다르다!""",2,https://www.asiatoday.co.kr/view.php?key=20221118001848377
30,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임조선,"[지스타22] 카카오게임즈 '디스테라', ""FPS 역사에 방점이 찍는 작품 되고 싶다""",2,https://www.gamechosun.co.kr/webzine/article/view.php?no=190562
31,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임조선,"[지스타22] 카카오게임즈 '가디스오더' 정태룡, 2023년 7월 출시 목표 개발 중",2,https://www.gamechosun.co.kr/webzine/article/view.php?no=190551
32,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,시장경제신문,"[지스타2022] 카카오게임즈, 아레나로 오딘 영광 잇는다... LG전자 협업 신의 한 수",2,http://www.meconomynews.com/news/articleView.html?idxno=72532
33,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,메트로신문,"[지스타2022] 카카오게임즈, 신작 '아레스' 근미래 슈트 액션으로 차별성 강조",2,http://www.metroseoul.co.kr/article/20221118500268
34,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,매일경제,카카오 차기작 아레스는 “상이한 형식과 내용이 조화를 이룬 작품”,2,https://www.mk.co.kr/article/10536067
35,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,톱스타뉴스,"[증시] 코스피, 1% 이상 오르다 상승분 반납…외인 순매수 상위 종목은 삼성전자·SK하이닉스·LG전자·카카오뱅크·LG에너지솔루션",2,http://www.topstarnews.net/news/articleView.html?idxno=14782864
36,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,이코노뉴스,"코스닥, 외인과 기관 매도에 하락 마감…카카오게임즈, 엘앤에프, 천보, 펄어비스 등 하락",0,http://www.econonews.co.kr/news/articleView.html?idxno=267073
37,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,소비자가 만드는 신문,[지스타2022] 카카오게임즈 신작 디스테라·아레스·가디스오더...참관객 호평,2,http://www.consumernews.co.kr/news/articleView.html?idxno=663726
38,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임포커스,[지스타22]세컨드다이브 반승철 대표가 말하는 카카오게임즈 ‘아레스: 라이즈 오브 가디언즈’,2,http://gamefocus.co.kr/detail.php?number=135890
39,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,데일리안,"[지스타2022] 카카오게임즈 디스테라 ""FPS 역사 방점 찍겠다""",2,https://www.dailian.co.kr/news/view/1175010/?sc=Naver
40,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,뷰어스,"[지스타2022] 카카오게임즈 ‘가디스오더’, “액션 쾌감 극대화 집중”",2,http://theviewers.co.kr/View.aspx?No=2616200
41,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,매경이코노미,“부진은 잊어라”…신작 공세로 반격 나선 넷마블·카카오게임즈,0,https://www.mk.co.kr/article/10537081
42,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,매경이코노미,“부진은 잊어라”…신작 공세로 반격 나선 넷마블·카카오게임즈,0,https://www.mk.co.kr/article/10537081
43,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,베타뉴스,"[지스타 2022] 아레스, 가디스 오더, 디스테라 카카오게임즈 시연작 3종 미리보기",2,http://www.betanews.net:8080/article/1374482.html
44,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,국제신문,[카드뉴스]카카오 무료 서비스 피해 보상 가능할까?,0,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0800&key=20221118.99099005485
45,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,뉴스핌,"[지스타 2022] 카카오게임즈 ""생존 FPS 게임 디스테라, 글로벌 흥행 기대""",2,http://www.newspim.com/news/view/20221118000863
46,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,엑스포츠뉴스,"내년 카카오게임즈를 이끌 기대작 '디스테라'…""배그·로아 뒤를 따를 수도"" [2022 지스타]",2,https://www.xportsnews.com/article/1656019
47,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,FETV,"[지스타 2022] 카카오게임즈 ‘디스테라’, 낮은 진입장벽과 유기적 플레이 '강점'",2,https://www.fetv.co.kr/news/article.html?no=128626
48,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아투데이,"카카오게임즈 신작 '디스테라'...""기존 배틀로얄과 다르다!""",2,https://www.asiatoday.co.kr/view.php?key=20221118001848377
49,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,테크M,[지스타 2022] 카카오게임즈의 야심작 '가디스 오더'...짜릿한 '액션 손맛' 담았다,2,https://www.techm.kr/news/articleView.html?idxno=103891
50,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임포커스,"[지스타22] 카카오게임즈, 지스타 2022 현장에서 '아키에이지2' 인게임 장면 담긴 영상 깜짝 발표",2,http://gamefocus.co.kr/detail.php?number=135897
51,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,뉴스투데이,"[지스타 2022] 카카오게임즈 기대주 ‘디스테라’, 생존게임 장르 새 역사 쓴다",2,https://www.news2day.co.kr/article/20221118500253
52,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,파이낸셜뉴스,"[지스타 2022] 카카오게임즈 디스테라 ""생존 게임, FPS 팬 모두 만족시킬 것""",2,http://www.fnnews.com/news/202211181721461189
53,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,파이낸셜투데이,"[G-STAR 온에어] 카카오게임즈 ""펍지, 로스트아크, 디스테라 레츠고!""",2,http://www.ftoday.co.kr/news/articleView.html?idxno=244840
54,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,에너지경제,[종합주가지수] 코스피 올라가나 했는데…네이버·카카오 등 주가↓,0,https://www.ekn.kr/web/view.php?key=20221118010003578
55,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,더팩트,"[지스타 2022] 카카오게임즈 신작 '가디스오더'…로드컴플릿 ""보는 게임 아니다""",2,http://news.tf.co.kr/read/economy/1980309.htm
56,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,스마트에프엔,"[지스타 2022] 카카오게임즈, 가디스오더 공동 인터뷰 진행…'체험 공간' 마련",2,https://www.smartfn.co.kr/article/view/sfn202211180049
57,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,매일경제,카카오 차기작 아레스는 “상이한 형식과 내용이 조화를 이룬 작품”,2,https://www.mk.co.kr/article/10536067
58,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,스마트에프엔,"[지스타 2022] 카카오게임즈, 가디스오더 공동 인터뷰 진행…'체험 공간' 마련",2,https://www.smartfn.co.kr/article/view/sfn202211180049
59,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,더팩트,"[지스타 2022] 카카오게임즈 신작 '가디스오더'…로드컴플릿 ""보는 게임 아니다""",2,http://news.tf.co.kr/read/economy/1980309.htm
60,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임포커스,"[지스타22]게임 속 세상 아니고 카카오게임즈 부스입니다, 부스 빛낸 코스어들",2,http://gamefocus.co.kr/detail.php?number=135947
61,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,파이낸셜뉴스,"[지스타 2022] 카카오게임즈 디스테라 ""생존 게임, FPS 팬 모두 만족시킬 것""",2,http://www.fnnews.com/news/202211181721461189
62,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,뉴스투데이,"[지스타 2022] 카카오게임즈 기대주 ‘디스테라’, 생존게임 장르 새 역사 쓴다",2,https://www.news2day.co.kr/article/20221118500253
63,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,ZDNet Korea,"카카오게임즈, 지스타 2022 대형 RPG 4종 대거 공개",2,https://zdnet.co.kr/view/?no=20221117181416
64,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,FETV,"[지스타 2022] 카카오게임즈 ‘디스테라’, 낮은 진입장벽과 유기적 플레이 '강점'",2,https://www.fetv.co.kr/news/article.html?no=128626
65,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,뉴스핌,"[지스타 2022] 카카오게임즈 ""생존 FPS 게임 디스테라, 글로벌 흥행 기대""",2,http://www.newspim.com/news/view/20221118000863
66,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,테크M,"[지스타 2022] 출시 앞둔 카카오게임즈 '디스테라', 서바이벌 장르 진입장벽 확 낮췄다",2,https://www.techm.kr/news/articleView.html?idxno=103909
67,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아에이,"[A 현장] 카카오게임즈 '디스테라', 배그·로아 잇는 글로벌 성과 기대",2,http://www.asiaa.co.kr/news/articleView.html?idxno=105652
68,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,스마트에프엔,"넷마블·카카오게임즈, 유명 인플루언서와 협업…'신작' 체험 행사",2,https://www.smartfn.co.kr/article/view/sfn202211180012
69,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,OSEN,"[오!쎈 인터뷰] 카카오게임즈 ‘디스테라’, “스팀 랭킹 10위 이내 목표”",2,http://www.osen.co.kr/article/G1111991683
70,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,베타뉴스,"[지스타 2022] 아레스, 가디스 오더, 디스테라 카카오게임즈 시연작 3종 미리보기",2,http://www.betanews.net:8080/article/1374482.html
71,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임포커스,[지스타22]세컨드다이브 반승철 대표가 말하는 카카오게임즈 ‘아레스: 라이즈 오브 가디언즈’,2,http://gamefocus.co.kr/detail.php?number=135890
72,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,국제신문,[카드뉴스]카카오 무료 서비스 피해 보상 가능할까?,0,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0800&key=20221118.99099005485
73,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,데일리한국,"카카오게임즈, 로드컴플릿의 신작 '가디스오더' 액션과 스토리에 진심인 편",2,https://daily.hankooki.com/news/articleView.html?idxno=895135
74,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임포커스,"[지스타22]게임 속 세상 아니고 카카오게임즈 부스입니다, 부스 빛낸 코스어들",2,http://gamefocus.co.kr/detail.php?number=135947
75,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,데일리한국,"카카오게임즈, 로드컴플릿의 신작 '가디스오더' 액션과 스토리에 진심인 편",2,https://daily.hankooki.com/news/articleView.html?idxno=895135
76,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,ZDNet Korea,"카카오게임즈, 지스타 2022 대형 RPG 4종 대거 공개",2,https://zdnet.co.kr/view/?no=20221117181416
77,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,톱스타뉴스,"[증시] 코스피, 1% 이상 오르다 상승분 반납…외인 순매수 상위 종목은 삼성전자·SK하이닉스·LG전자·카카오뱅크·LG에너지솔루션",2,http://www.topstarnews.net/news/articleView.html?idxno=14782864
78,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,스마트에프엔,"넷마블·카카오게임즈, 유명 인플루언서와 협업…'신작' 체험 행사",2,https://www.smartfn.co.kr/article/view/sfn202211180012
79,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,에너지경제,[종합주가지수] 코스피 올라가나 했는데…네이버·카카오 등 주가↓,0,https://www.ekn.kr/web/view.php?key=20221118010003578
80,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아투데이,"카카오게임즈 신작 '가디스오더'...""게임다운 게임을 만들겠다!""",2,https://www.asiatoday.co.kr/view.php?key=20221118001809214
81,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,이코노뉴스,"코스닥, 외인과 기관 매도에 하락 마감…카카오게임즈, 엘앤에프, 천보, 펄어비스 등 하락",0,http://www.econonews.co.kr/news/articleView.html?idxno=267073
82,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,뷰어스,"[지스타2022] 카카오게임즈 ‘가디스오더’, “액션 쾌감 극대화 집중”",2,http://theviewers.co.kr/View.aspx?No=2616200
83,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,엑스포츠뉴스,"내년 카카오게임즈를 이끌 기대작 '디스테라'…""배그·로아 뒤를 따를 수도"" [2022 지스타]",2,https://www.xportsnews.com/article/1656019
84,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임포커스,"[지스타22] 카카오게임즈, 지스타 2022 현장에서 '아키에이지2' 인게임 장면 담긴 영상 깜짝 발표",2,http://gamefocus.co.kr/detail.php?number=135897
85,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,파이낸셜투데이,"[G-STAR 온에어] 카카오게임즈 ""펍지, 로스트아크, 디스테라 레츠고!""",2,http://www.ftoday.co.kr/news/articleView.html?idxno=244840
86,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,테크M,"[지스타 2022] 출시 앞둔 카카오게임즈 '디스테라', 서바이벌 장르 진입장벽 확 낮췄다",2,https://www.techm.kr/news/articleView.html?idxno=103909
87,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,데일리안,"[지스타2022] 카카오게임즈 디스테라 ""FPS 역사 방점 찍겠다""",2,https://www.dailian.co.kr/news/view/1175010/?sc=Naver
88,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임조선,"[지스타22] 카카오게임즈 '디스테라', ""FPS 역사에 방점이 찍는 작품 되고 싶다""",2,https://www.gamechosun.co.kr/webzine/article/view.php?no=190562
89,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,소비자가 만드는 신문,[지스타2022] 카카오게임즈 신작 디스테라·아레스·가디스오더...참관객 호평,2,http://www.consumernews.co.kr/news/articleView.html?idxno=663726
90,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,OSEN,"[오!쎈 인터뷰] 카카오게임즈 ‘디스테라’, “스팀 랭킹 10위 이내 목표”",2,http://www.osen.co.kr/article/G1111991683
91,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,게임조선,"[지스타22] 카카오게임즈 '가디스오더' 정태룡, 2023년 7월 출시 목표 개발 중",2,https://www.gamechosun.co.kr/webzine/article/view.php?no=190551
92,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,메트로신문,"[지스타2022] 카카오게임즈, 신작 '아레스' 근미래 슈트 액션으로 차별성 강조",2,http://www.metroseoul.co.kr/article/20221118500268
93,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,시장경제신문,"[지스타2022] 카카오게임즈, 아레나로 오딘 영광 잇는다... LG전자 협업 신의 한 수",2,http://www.meconomynews.com/news/articleView.html?idxno=72532
94,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아타임즈,"[마감] 위메이드, 위믹스 투자유의 종목 재연장 '하락'...카카오도 내려",0,https://www.asiatime.co.kr/article/20221118500263
95,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아타임즈,"[마감] 위메이드, 위믹스 투자유의 종목 재연장 '하락'...카카오도 내려",0,https://www.asiatime.co.kr/article/20221118500263
96,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,더벨,"[더벨][Tax preview]카카오, 두나무 이관 양도차익 과세 이연",2,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202211111542181480103849
97,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,더벨,"[더벨][Tax preview]카카오, 두나무 이관 양도차익 과세 이연",2,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202211111542181480103849
98,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-18,아시아투데이,"카카오게임즈 신작 '가디스오더'...""게임다운 게임을 만들겠다!""",2,https://www.asiatoday.co.kr/view.php?key=20221118001809214
99,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,게임뷰,"[현장] 카카오게임즈, 신작 '아레스' 체험존에 관심 집중",2,http://www.gamevu.co.kr/news/articleView.html?idxno=25035
100,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,전자신문,"[지스타 2022] 카카오게임즈, ‘아키에이지2’ 인게임 장면 담긴 영상 깜짝 발표",2,https://www.etnews.com/20221117000300
101,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,브릿지경제,"카카오게임즈, '아키에이지 워' 프리뷰 트레일러 최초 공개",2,https://www.viva100.com/main/view.php?key=20221117010005200
102,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,게임포커스,[지스타22]게임 캐릭터 100% 완벽 구현한 카카오게임즈의 코스프레 쇼,2,http://gamefocus.co.kr/detail.php?number=135885
103,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,더게임스데일리,카카오게임즈 '아키에이지 워' 프리뷰 트레일러 공개,2,http://www.tgdaily.co.kr/news/articleView.html?idxno=320867
104,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,글로벌E,"[지스타] 카카오게임즈 부스, 〈아레스〉 전면 내세워 눈도장",2,http://www.globale.co.kr/news/articleView.html?idxno=21753
105,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,게임메카,"[포토] 일본인 다나카상, 지스타 카카오게임즈 부스에 등장",2,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1688703
106,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,뷰어스,"[지스타2022] RPG로 중무장…카카오게임즈, 비장의 카드 ‘천재 개발자’ 깜짝 등장",2,http://theviewers.co.kr/View.aspx?No=2615092
107,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,NSP통신,"[지스타]카카오게임즈, ‘아키에이지 워’ 프리뷰 트레일러 공개",2,http://www.nspna.com/news/?mode=view&newsid=604661
108,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,NSP통신,"[지스타]카카오게임즈, ‘아키에이지2’ 인게임 장면 담긴 영상 발표",2,http://www.nspna.com/news/?mode=view&newsid=604745
109,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,EBN,[지스타 '22] 카카오게임즈 '아키에이지2' 깜짝 공개,2,https://www.ebn.co.kr/news/view/1555367/?sc=Naver
110,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,스포츠한국,"카카오게임즈, 지스타서 '아키에이지2' 인게임 영상 공개",2,http://sports.hankooki.com/news/articleView.html?idxno=6812699
111,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,브릿지경제,"카카오게임즈, '아키에이지 2' 인게임 장면 담긴 영상 공개",2,https://www.viva100.com/main/view.php?key=20221117010005211
112,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,디지털타임스,"[지스타 2022]카카오게임즈, 지스타서 `아키에이지2` 인게임 영상 공개",2,http://www.dt.co.kr/contents.html?article_no=2022111702109931820020&ref=naver
113,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,데일리한국,"카카오게임즈, 지스타 2022서 '아키에이지2' 영상 깜짝 공개",2,https://daily.hankooki.com/news/articleView.html?idxno=894824
114,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,테크M,"[지스타 2022] ""넷플릭스 드라마 뺨치네"" SF 화제작 카카오게임즈 '디스테라' 출격",2,https://www.techm.kr/news/articleView.html?idxno=103835
115,2022-11-16,44800,150,44900,45450,44500,466659,0.002232143,1,2022-11-17,바이라인네트워크,"[지스타2022] 카카오게임즈, ‘아키에이지 워’ 예고영상 첫 공개",2,https://byline.network/?p=9004111222488097
